examine,id,members,lowalch,limit,value,highalch,icon,name
Often used to soften tough meat up.,7449,true,16600,50,41500,24900,Meat tenderiser.png,Meat tenderiser
Good for keeping the sun off my neck.,6392,true,14,150,35,21,Menaphite purple hat.png,Menaphite purple hat
Look at those nobbily knees.,6398,true,8,150,20,12,Menaphite purple kilt.png,Menaphite purple kilt
A cool light Menaphite robe.,6396,true,16,150,40,24,Menaphite purple robe.png,Menaphite purple robe
Colourful.,6394,true,8,150,20,12,Menaphite purple top.png,Menaphite purple top
Good for keeping the sun off my neck.,6400,true,14,150,35,21,Menaphite red hat.png,Menaphite red hat
Look at those nobbily knees.,6406,true,8,150,20,12,Menaphite red kilt.png,Menaphite red kilt
A cool light Menaphite robe.,6404,true,16,150,40,24,Menaphite red robe.png,Menaphite red robe
Colourful.,6402,true,8,150,20,12,Menaphite red top.png,Menaphite red top
1 dose of Menaphite remedy.,27211,true,1,,1,1,Menaphite remedy(1).png,Menaphite remedy(1)
2 doses of Menaphite remedy.,27208,true,1,,1,1,Menaphite remedy(2).png,Menaphite remedy(2)
3 doses of Menaphite remedy.,27205,true,1,,1,1,Menaphite remedy(3).png,Menaphite remedy(3)
4 doses of Menaphite remedy.,27202,true,1,,1,1,Menaphite remedy(4).png,Menaphite remedy(4)
An iron tipped trident.,21649,true,160,125,400,240,Merfolk trident.png,Merfolk trident
A bowl of finely minced meat.,7070,true,3,13000,8,4,Minced meat.png,Minced meat
A teleport to the Mind Altar.,19617,true,1,10000,1,1,Mind altar teleport (tablet).png,Mind altar teleport (tablet)
This keg contains 4 pints of Wizards Mind Bomb.,5801,true,1,2000,1,1,Mind bomb(4).png,Mind bomb(4)
This keg contains 4 pints of mature Wizards Mind Bomb.,5881,true,1,2000,1,1,Mind bomb(m4).png,Mind bomb(m4)
A magic helmet.,9733,true,1200,70,3000,1800,Mind helmet.png,Mind helmet
Used for basic level missile spells.,558,false,1,12000,3,1,Mind rune.png,Mind rune
A magic shield.,9731,true,1200,70,3000,1800,Mind shield.png,Mind shield
A mysterious power emanates from the talisman...,1448,false,1,11000,4,2,Mind talisman.png,Mind talisman
A tiara infused with the properties of the mind.,5529,false,40,40,100,60,Mind tiara.png,Mind tiara
A helmet with an unlit lamp on it.,5014,true,240,4,600,360,Mining helmet.png,Mining helmet
It looks very minty.,9475,true,100,10000,250,150,Mint cake.png,Mint cake
I can just about see things in this shield's reflection.,4156,true,2000,40,5000,3000,Mirror shield.png,Mirror shield
It's a slightly magical stick.,20730,true,6200,8,15500,9300,Mist battlestaff.png,Mist battlestaff
A combined Air and Water Rune.,4695,true,8,12000,20,12,Mist rune.png,Mist rune
A mithril grapple tipped bolt - needs a rope.,9419,true,1,11000,1,1,Mith grapple.png,Mith grapple
A mithril grapple tipped bolt - needs a rope.,9418,true,19,11000,48,28,Mith grapple (unf).png,Mith grapple (unf)
A mithril grapple tip.,9416,true,12,11000,30,18,Mith grapple tip.png,Mith grapple tip
A two handed sword.,1315,false,1040,125,2600,1560,Mithril 2h sword.png,Mithril 2h sword
Arrows with mithril heads.,888,false,12,7000,32,19,Mithril arrow 5.png,Mithril arrow
Venomous-looking arrows.,889,true,12,7000,32,19,Mithril arrow(p) 5.png,Mithril arrow(p)
Venomous-looking arrows.,5619,true,12,7000,32,19,Mithril arrow(p+) 5.png,Mithril arrow(p+)
Venomous-looking arrows.,5625,true,12,7000,32,19,Mithril arrow(p++) 5.png,Mithril arrow(p++)
I can make some arrows with these.,42,true,6,10000,16,9,Mithril arrowtips.png,Mithril arrowtips
A powerful axe.,1355,false,208,40,520,312,Mithril axe.png,Mithril axe
It's a bar of mithril.,2359,false,120,10000,300,180,Mithril bar.png,Mithril bar
A vicious looking axe.,1369,false,676,125,1690,1014,Mithril battleaxe.png,Mithril battleaxe
Mithril crossbow bolts.,9142,true,8,7000,20,12,Mithril bolts 5.png,Mithril bolts
Some poisoned mithril bolts.,9289,true,8,11000,20,12,Mithril bolts (p) 5.png,Mithril bolts (p)
Some poisoned mithril bolts.,9296,true,8,11000,20,12,Mithril bolts (p+) 5.png,Mithril bolts (p+)
Super poisoned mithril bolts.,9303,true,8,11000,20,12,Mithril bolts (p++) 5.png,Mithril bolts (p++)
Unfeathered mithril crossbow bolts.,9379,true,1,13000,1,1,Mithril bolts (unf) 5.png,Mithril bolts (unf)
These will protect my feet.,4127,true,312,125,780,468,Mithril boots.png,Mithril boots
Blunt mithril arrow... ouch.,4793,true,20,11000,50,30,Mithril brutal 5.png,Mithril brutal
A series of connected metal rings.,1109,false,780,125,1950,1170,Mithril chainbody.png,Mithril chainbody
A set of fighting claws.,3099,true,190,125,475,285,Mithril claws.png,Mithril claws
A mithril crossbow.,9181,true,313,125,783,469,Mithril crossbow.png,Mithril crossbow
An unstrung mithril crossbow.,9461,true,300,10000,750,450,Mithril crossbow (u).png,Mithril crossbow (u)
A dangerous dagger.,1209,false,130,125,325,195,Mithril dagger.png,Mithril dagger
A poisoned Mithril dagger.,1225,true,130,125,325,195,Mithril dagger(p).png,Mithril dagger(p)
A poisoned Mithril dagger.,5674,true,130,125,325,195,Mithril dagger(p+).png,Mithril dagger(p+)
A poisoned Mithril dagger.,5692,true,130,125,325,195,Mithril dagger(p++).png,Mithril dagger(p++)
A deadly throwing dart with a mithril tip.,809,true,10,7000,25,15,Mithril dart.png,Mithril dart
A deadly looking dart tip made of mithril - needs feathers for flight.,822,true,4,20000,12,7,Mithril dart tip.png,Mithril dart tip
A deadly poisoned dart with a mithril tip.,815,true,10,7000,25,15,Mithril dart(p).png,Mithril dart(p)
A deadly poisoned dart with a mithril tip.,5632,true,10,7000,25,15,Mithril dart(p+).png,Mithril dart(p+)
A deadly poisoned dart with a mithril tip.,5639,true,10,7000,25,15,Mithril dart(p++).png,Mithril dart(p++)
Do I look scary?,12369,true,4000,4,10000,6000,Mithril dragon mask.png,Mithril dragon mask
A full face helmet.,1159,false,572,125,1430,858,Mithril full helm.png,Mithril full helm
Mithril full helm with gold trim.,12283,false,572,8,1430,858,Mithril full helm (g).png,Mithril full helm (g)
Mithril full helm with trim.,12293,false,572,8,1430,858,Mithril full helm (t).png,Mithril full helm (t)
"A set containing a full helm, platebody, legs and kiteshield.",13008,false,2000,8,5000,3000,Mithril gold-trimmed set (lg).png,Mithril gold-trimmed set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13010,false,2000,8,5000,3000,Mithril gold-trimmed set (sk).png,Mithril gold-trimmed set (sk)
A mithril halberd.,3198,true,1040,125,2600,1560,Mithril halberd.png,Mithril halberd
"A mithril-tipped, one-handed hasta.",11373,true,338,125,845,507,Mithril hasta.png,Mithril hasta
"A poison-tipped, one-handed mithril hasta.",11400,true,338,125,845,507,Mithril hasta(p).png,Mithril hasta(p)
"A poison-tipped, one-handed mithril hasta.",11403,true,338,125,845,507,Mithril hasta(p+).png,Mithril hasta(p+)
"A poison-tipped, one-handed mithril hasta.",11405,true,338,125,845,507,Mithril hasta(p++).png,Mithril hasta(p++)
A mithril tipped javelin.,828,true,25,7000,64,38,Mithril javelin.png,Mithril javelin
Needs a shaft.,19576,true,66,10000,165,99,Mithril javelin heads 5.png,Mithril javelin heads
A mithril tipped javelin.,834,true,25,7000,64,38,Mithril javelin(p).png,Mithril javelin(p)
A mithril tipped javelin.,5645,true,25,7000,64,38,Mithril javelin(p+).png,Mithril javelin(p+)
A mithril tipped javelin.,5651,true,25,7000,64,38,Mithril javelin(p++).png,Mithril javelin(p++)
A large metal shield.,1197,false,884,125,2210,1326,Mithril kiteshield.png,Mithril kiteshield
Mithril kiteshield with gold trim.,12281,false,884,8,2210,1326,Mithril kiteshield (g).png,Mithril kiteshield (g)
Mithril kiteshield with trim.,12291,false,884,8,2210,1326,Mithril kiteshield (t).png,Mithril kiteshield (t)
A finely balanced throwing knife.,866,true,10,7000,27,16,Mithril knife.png,Mithril knife
A finely balanced throwing knife.,873,true,10,7000,27,16,Mithril knife(p).png,Mithril knife(p)
A finely balanced throwing knife.,5657,true,10,7000,27,16,Mithril knife(p+).png,Mithril knife(p+)
A finely balanced throwing knife.,5664,true,10,7000,27,16,Mithril knife(p++).png,Mithril knife(p++)
A pair of mithril crossbow limbs.,9427,true,260,10000,650,390,Mithril limbs.png,Mithril limbs
A razor sharp longsword.,1299,false,520,125,1300,780,Mithril longsword.png,Mithril longsword
A spiky mace.,1428,false,234,125,585,351,Mithril mace.png,Mithril mace
A medium sized helmet.,1143,false,312,125,780,468,Mithril med helm.png,Mithril med helm
Keeps things in place fairly permanently.,4822,true,7,13000,18,10,Mithril nails.png,Mithril nails
This needs refining.,447,false,64,13000,162,97,Mithril ore.png,Mithril ore
Used for mining.,1273,false,520,40,1300,780,Mithril pickaxe.png,Mithril pickaxe
Provides excellent protection.,1121,false,2080,125,5200,3120,Mithril platebody.png,Mithril platebody
Mithril platebody with gold trim.,12277,false,2080,8,5200,3120,Mithril platebody (g).png,Mithril platebody (g)
Mithril platebody with trim.,12287,false,2080,8,5200,3120,Mithril platebody (t).png,Mithril platebody (t)
These look pretty heavy.,1071,false,1040,125,2600,1560,Mithril platelegs.png,Mithril platelegs
Mithril platelegs with gold trim.,12279,false,1040,8,2600,1560,Mithril platelegs (g).png,Mithril platelegs (g)
Mithril platelegs with trim.,12289,false,1040,8,2600,1560,Mithril platelegs (t).png,Mithril platelegs (t)
Designer leg protection.,1085,false,1040,125,2600,1560,Mithril plateskirt.png,Mithril plateskirt
Mithril plateskirt with gold trim.,12285,false,1040,8,2600,1560,Mithril plateskirt (g).png,Mithril plateskirt (g)
Mithril plateskirt with trim.,12295,false,1040,8,2600,1560,Mithril plateskirt (t).png,Mithril plateskirt (t)
"A vicious, curved sword.",1329,false,416,125,1040,624,Mithril scimitar.png,Mithril scimitar
Magical seeds in a mithril case.,299,true,80,18000,200,120,Mithril seeds.png,Mithril seeds
"A set containing a full helm, platebody, legs and kiteshield.",13000,false,2000,8,5000,3000,Mithril set (lg).png,Mithril set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13002,false,2000,8,5000,3000,Mithril set (sk).png,Mithril set (sk)
A mithril tipped spear.,1243,true,338,125,845,507,Mithril spear.png,Mithril spear
A poisoned mithril tipped spear.,1257,true,338,125,845,507,Mithril spear(p).png,Mithril spear(p)
A poisoned mithril tipped spear.,5710,true,338,125,845,507,Mithril spear(p+).png,Mithril spear(p+)
A poisoned mithril tipped spear.,5724,true,338,125,845,507,Mithril spear(p++).png,Mithril spear(p++)
A medium square shield.,1181,false,624,125,1560,936,Mithril sq shield.png,Mithril sq shield
A razor sharp sword.,1285,false,338,125,845,507,Mithril sword.png,Mithril sword
A finely balanced throwing axe.,803,true,28,7000,70,42,Mithril thrownaxe.png,Mithril thrownaxe
"A set containing a full helm, platebody, legs and kiteshield.",13004,false,2000,8,5000,3000,Mithril trimmed set (lg).png,Mithril trimmed set (lg)
"A set containing a full helm, platebody, skirt and kiteshield.",13006,false,2000,8,5000,3000,Mithril trimmed set (sk).png,Mithril trimmed set (sk)
I don't think it's intended for joinery.,1343,false,664,125,1660,996,Mithril warhammer.png,Mithril warhammer
A posy of flowers.,2472,true,40,150,100,60,Mixed flowers.png,Mixed flowers
A mole claw.,7416,true,240,50,600,360,Mole claw.png,Mole claw
The skin of a large mole.,7418,true,160,50,400,240,Mole skin.png,Mole skin
Cute mole slippers.,23285,false,400,4,1000,600,Mole slippers.png,Mole slippers
Hot glass ready to be blown into useful objects.,1775,true,1,13000,3,1,Molten glass.png,Molten glass
Keeps a monk's knees nice and warm.,542,false,12,125,30,18,Monk's robe.png,Monk's robe
"Keeps a monk's knees nice, warm and stylish.",20202,false,12,4,30,18,Monk's robe (g).png,Monk's robe (g)
I feel the gods don't enjoy my materialistic obsessions.,23306,false,200,4,500,300,Monk's robe (t).png,Monk's robe (t)
I feel closer to the gods when I am wearing this.,544,false,16,125,40,24,Monk's robe top.png,Monk's robe top
I feel the gods don't enjoy my materialistic obsessions.,20199,false,20,4,50,30,Monk's robe top (g).png,Monk's robe top (g)
I feel the gods don't enjoy my materialistic obsessions.,23303,false,200,4,500,300,Monk's robe top (t).png,Monk's robe top (t)
It's a monkey bar. It looks highly nutritious.,4014,true,20,6000,50,30,Monkey bar.png,Monkey bar
These are small monkey bones.,3183,false,1,3000,1,1,Monkey bones.png,Monkey bones
These are monkey nuts. Yummy.,4012,true,1,6000,3,1,Monkey nuts.png,Monkey nuts
"Smells like the south end of a northbound monkey, because it is.",19610,true,20000,8,50000,30000,Monkey tail.png,Monkey tail
A tasty fish.,7946,true,92,13000,230,138,Monkfish.png,Monkfish
"Hmm, shallow and pedantic.",12353,true,480,4,1200,720,Monocle.png,Monocle
A teleport to Lunar Isle.,24949,true,1,10000,1,1,Moonclan teleport (tablet).png,Moonclan teleport (tablet)
A foul smelling brew.,2955,true,2,2000,5,3,Moonlight mead.png,Moonlight mead
This keg contains 4 pints of Moonlight Mead.,5817,true,1,2000,1,1,Moonlight mead(4).png,Moonlight mead(4)
This looks a good deal stronger than normal Moonlight Mead.,5749,true,2,2000,5,3,Moonlight mead(m).png,Moonlight mead(m)
This keg contains 4 pints of mature Moonlight Mead.,5897,true,1,2000,1,1,Moonlight mead(m4).png,Moonlight mead(m4)
A vicious javelin.,22636,true,1600,100,4000,2400,Morrigan's javelin.png,Morrigan's javelin
A vicious throwing axe.,22634,true,1600,100,4000,2400,Morrigan's throwing axe.png,Morrigan's throwing axe
A mushroom from the swamps of Mort Myre.,2970,true,1,13000,1,1,Mort myre fungus.png,Mort myre fungus
A pear picked from a dying bush in Mort Myre.,2974,true,1,13000,1,1,Mort myre pear.png,Mort myre pear
A cutting from a budding branch.,2972,true,1,13000,1,1,Mort myre stem.png,Mort myre stem
Teleports you to Mort'ton.,12406,true,4,10000,10,6,Mort'ton teleport.png,Mort'ton teleport
Teleports you to Mos Le'Harmless.,12411,true,4,10000,10,6,Mos le'harmless teleport.png,Mos le'harmless teleport
A very spotty eel.,22832,true,1,13000,3,1,Mottled eel.png,Mottled eel
It's a slightly magical stick.,6562,true,6800,8,17000,10200,Mud battlestaff.png,Mud battlestaff
All the good of the earth.,7170,true,21,11000,54,32,Mud pie.png,Mud pie
A combined Earth and Water Rune.,4698,true,8,12000,20,12,Mud rune.png,Mud rune
It looks like the key to a chest.,991,false,32,11000,80,48,Muddy key.png,Muddy key
A mummy's body.,20083,true,1,4,1,1,Mummy's body.png,Mummy's body
A mummy's feet.,20092,true,1,4,1,1,Mummy's feet.png,Mummy's feet
A mummy's hands.,20086,true,1,4,1,1,Mummy's hands.png,Mummy's hands
A mummy's head.,20080,true,1,4,1,1,Mummy's head.png,Mummy's head
A mummy's legs.,20089,true,1,4,1,1,Mummy's legs.png,Mummy's legs
A Bittercap Mushroom,6004,true,15,11000,38,22,Mushroom.png,Mushroom
A bowl of fried mushroom and onions.,7066,true,18,13000,45,27,Mushroom & onion.png,Mushroom & onion
Mmm mushroom pie.,21690,true,12,10000,30,18,Mushroom pie.png,Mushroom pie
A baked potato with mushroom and onions.,7058,true,18,13000,45,27,Mushroom potato.png,Mushroom potato
A Bittercap mushroom spore - plant in a mushroom patch.,5282,true,34,200,86,51,Mushroom spore 5.png,Mushroom spore
Engarde!,12351,true,1400,4,3500,2100,Musketeer hat.png,Musketeer hat
One for all!,12443,true,748,4,1870,1122,Musketeer pants.png,Musketeer pants
All for one!,12441,true,752,4,1880,1128,Musketeer tabard.png,Musketeer tabard
A swamp coloured pointed snail shell helmet.,3337,true,120,150,300,180,Myre snelm (pointed).png,Myre snelm (pointed)
A marshy coloured snail shell helmet.,3327,true,120,150,300,180,Myre snelm (round).png,Myre snelm (round)
It's a slightly magical stick.,1405,true,17000,18000,42500,25500,Mystic air staff.png,Mystic air staff
Magical boots.,4097,true,4000,125,10000,6000,Mystic boots.png,Mystic boots
Dark magical boots.,4107,true,4000,70,10000,6000,Mystic boots (dark).png,Mystic boots (dark)
Dusky magical boots.,23059,true,4000,70,10000,6000,Mystic boots (dusk).png,Mystic boots (dusk)
Bright magical boots.,4117,true,4000,70,10000,6000,Mystic boots (light).png,Mystic boots (light)
It's a slightly more magical stick.,20739,true,17000,8,42500,25500,Mystic dust staff.png,Mystic dust staff
It's a slightly magical stick.,1407,true,17000,18000,42500,25500,Mystic earth staff.png,Mystic earth staff
It's a slightly magical stick.,1401,true,17000,18000,42500,25500,Mystic fire staff.png,Mystic fire staff
Magical gloves.,4095,true,4000,125,10000,6000,Mystic gloves.png,Mystic gloves
Dark magical gloves.,4105,true,4000,70,10000,6000,Mystic gloves (dark).png,Mystic gloves (dark)
Dusky magical gloves.,23056,true,4000,70,10000,6000,Mystic gloves (dusk).png,Mystic gloves (dusk)
Bright magical gloves.,4115,true,4000,70,10000,6000,Mystic gloves (light).png,Mystic gloves (light)
A magical hat.,4089,true,6000,125,15000,9000,Mystic hat.png,Mystic hat
A dark magical hat.,4099,true,6000,70,15000,9000,Mystic hat (dark).png,Mystic hat (dark)
A dusky magical hat.,23047,true,6000,70,15000,9000,Mystic hat (dusk).png,Mystic hat (dusk)
A bright magical hat.,4109,true,6000,70,15000,9000,Mystic hat (light).png,Mystic hat (light)
It's a slightly magical stick.,3054,true,18000,8,45000,27000,Mystic lava staff.png,Mystic lava staff
It's a slightly more magical stick.,20733,true,17000,8,42500,25500,Mystic mist staff.png,Mystic mist staff
It's a slightly magical stick.,6563,true,18000,8,45000,27000,Mystic mud staff.png,Mystic mud staff
The lower half of a magical robe.,4093,true,32000,125,80000,48000,Mystic robe bottom.png,Mystic robe bottom
The lower half of a dark magical robe.,4103,true,32000,70,80000,48000,Mystic robe bottom (dark).png,Mystic robe bottom (dark)
The lower half of a dusky magical robe.,23053,true,32000,70,80000,48000,Mystic robe bottom (dusk).png,Mystic robe bottom (dusk)
The lower half of a bright magical robe.,4113,true,32000,70,80000,48000,Mystic robe bottom (light).png,Mystic robe bottom (light)
The upper half of a magical robe.,4091,true,48000,125,120000,72000,Mystic robe top.png,Mystic robe top
The upper half of a dark magical robe.,4101,true,48000,70,120000,72000,Mystic robe top (dark).png,Mystic robe top (dark)
The upper half of a dusky magical robe.,23050,true,48000,70,120000,72000,Mystic robe top (dusk).png,Mystic robe top (dusk)
The upper half of a bright magical robe.,4111,true,48000,70,120000,72000,Mystic robe top (light).png,Mystic robe top (light)
"A set containing blue mystic hat, robe top and bottom, gloves and boots.",23113,true,94000,70,235000,141000,Mystic set (blue).png,Mystic set (blue)
"A set containing dark mystic hat, robe top and bottom, gloves and boots.",23116,true,94000,70,235000,141000,Mystic set (dark).png,Mystic set (dark)
"A set containing dusk mystic hat, robe top and bottom, gloves and boots.",23119,true,94000,70,235000,141000,Mystic set (dusk).png,Mystic set (dusk)
"A set containing light mystic hat, robe top and bottom, gloves and boots.",23110,true,94000,70,235000,141000,Mystic set (light).png,Mystic set (light)
It gives a 10% accuracy and damage bonus for spells on the standard spellbook.,12000,true,17000,8,42500,25500,Mystic smoke staff.png,Mystic smoke staff
It's a slightly magical stick.,11789,true,18000,8,45000,27000,Mystic steam staff.png,Mystic steam staff
It's a slightly magical stick.,1403,true,17000,18000,42500,25500,Mystic water staff.png,Mystic water staff
The claws from a nail beast.,10937,true,120,11000,300,180,Nail beast nails.png,Nail beast nails
Teleports you to Nardah.,12402,true,4,10000,10,6,Nardah teleport.png,Nardah teleport
A nasturtium seed - plant in a flower patch.,5098,true,4,200,11,6,Nasturtium seed 5.png,Nasturtium seed
A bunch of nasturtiums.,6012,true,1,600,4,2,Nasturtiums.png,Nasturtiums
Nature impling in a jar.,11250,true,20,18000,50,30,Nature impling jar.png,Nature impling jar
Used for alchemy spells.,561,false,72,12000,180,108,Nature rune.png,Nature rune
A mysterious power emanates from the talisman...,1462,true,1,11000,4,2,Nature talisman.png,Nature talisman
A tiara infused with the properties of nature.,5541,true,40,40,100,60,Nature tiara.png,Nature tiara
All for one and one for all!,12325,true,80,4,200,120,Navy cavalier.png,Navy cavalier
Used to make necklaces.,1597,false,2,40,5,3,Necklace mould.png,Necklace mould
A deep sense of anguish burns within this powerful necklace.,19547,true,80800,8,202000,121200,Necklace of anguish.png,Necklace of anguish
Can grant me prayer in an emergency.,21157,true,570,10000,1425,855,Necklace of faith.png,Necklace of faith
This necklace can really take you places.,21146,true,510,10000,1275,765,Necklace of passage.png,Necklace of passage(5)
Used with a thread to make clothes.,1733,false,1,40,1,1,Needle.png,Needle
A wooden shield with a rope rim.,10826,true,200,70,500,300,Neitiznot shield.png,Neitiznot shield
You can plant this in your garden.,8439,true,4000,10000,10000,6000,Nice hedge (bagged).png,Nice hedge (bagged)
An ancient staff corrupted by darkness.,24422,true,1,8,1,1,Nightmare staff.png,Nightmare staff
Dust from a crushed magical shard.,26368,true,200,,500,300,Nihil dust.png,Nihil dust
The horn of a proud nihil.,26372,true,60000,,150000,90000,Nihil horn.png,Nihil horn
An ancient magical shard.,26231,true,200,,500,300,Nihil shard.png,Nihil shard
Ninja impling in a jar.,11254,true,20,18000,50,30,Ninja impling jar.png,Ninja impling jar
A noose on a stick.,10150,true,1,40,4,2,Noose wand.png,Noose wand
Protects me from any bad smells.,4168,true,80,70,200,120,Nose peg.png,Nose peg
A form of currency on Fossil Island.,21555,true,4,30000,10,6,Numulite 5.png,Numulite
"A pair of Nunchaku, smells of pizza.",19918,true,2400,8,6000,3600,Nunchaku.png,Nunchaku
How does it all fit in there?,8504,true,4,500,10,6,Oak armchair (flatpack).png,Oak armchair (flatpack)
How does it all fit in there?,9859,true,4,500,10,6,Oak armour case (flatpack).png,Oak armour case (flatpack)
How does it all fit in there?,8578,true,4,500,10,6,Oak bed (flatpack).png,Oak bed (flatpack)
How does it all fit in there?,8564,true,4,500,10,6,Oak bench (flatpack).png,Oak bench (flatpack)
Feed and catch the birds by placing this in the right spot.,21515,true,2,250,5,3,Oak bird house.png,Oak bird house
A defensive blackjack.,6410,true,160,125,400,240,Oak blackjack(d).png,Oak blackjack(d)
An offensive blackjack.,6408,true,160,125,400,240,Oak blackjack(o).png,Oak blackjack(o)
How does it all fit in there?,8512,true,4,500,10,6,Oak bookcase (flatpack).png,Oak bookcase (flatpack)
How does it all fit in there?,9843,true,4,500,10,6,Oak cape rack (flatpack).png,Oak cape rack (flatpack)
How does it all fit in there?,8502,true,4,500,10,6,Oak chair (flatpack).png,Oak chair (flatpack)
How does it all fit in there?,8590,true,4,500,10,6,Oak clock (flatpack).png,Oak clock (flatpack)
How does it all fit in there?,8550,true,4,500,10,6,Oak dining table (flatpack).png,Oak dining table (flatpack)
How does it all fit in there?,8612,true,4,500,10,6,Oak drawers (flatpack).png,Oak drawers (flatpack)
How does it all fit in there?,8600,true,4,500,10,6,Oak dresser (flatpack).png,Oak dresser (flatpack)
Oak fancy dress box.,9865,true,4,500,10,6,Oak fancy dress box (flatpack).png,Oak fancy dress box (flatpack)
How does it all fit in there?,8530,true,4,500,10,6,Oak kitchen table (flatpack).png,Oak kitchen table (flatpack)
Logs cut from an oak tree.,1521,false,8,15000,20,12,Oak logs.png,Oak logs
A nice sturdy bow made out of oak.,845,false,64,18000,160,96,Oak longbow.png,Oak longbow
An unstrung oak longbow; I need a bowstring for this.,56,true,32,10000,80,48,Oak longbow (u).png,Oak longbow (u)
How does it all fit in there?,9852,true,4,500,10,6,Oak magic wardrobe (flatpack).png,Oak magic wardrobe (flatpack)
A plank of sturdy oak.,8778,true,100,13000,250,150,Oak plank.png,Oak plank
Oak logs prepared with sacred oil for a funeral pyre.,3440,true,16,11000,40,24,Oak pyre logs.png,Oak pyre logs
The roots of the Oak tree.,6043,true,1,11000,1,1,Oak roots.png,Oak roots
This sapling is ready to be replanted in a tree patch.,5370,true,1,200,1,1,Oak sapling.png,Oak sapling
How does it all fit in there?,8598,true,4,500,10,6,Oak shaving stand (flatpack).png,Oak shaving stand (flatpack)
A solid oaken shield.,22251,true,32,125,80,48,Oak shield.png,Oak shield
"A shortbow made out of oak, still effective.",843,false,40,18000,100,60,Oak shortbow.png,Oak shortbow
An unstrung oak shortbow; I need a bowstring for this.,54,true,20,10000,50,30,Oak shortbow (u).png,Oak shortbow (u)
An oak crossbow stock.,9442,true,10,10000,27,16,Oak stock.png,Oak stock
How does it all fit in there?,9849,true,4,500,10,6,Oak toy box (flatpack).png,Oak toy box (flatpack)
How does it all fit in there?,9862,true,4,500,10,6,Oak treasure chest (flatpack).png,Oak treasure chest (flatpack)
How does it all fit in there?,8614,true,4,500,10,6,Oak wardrobe (flatpack).png,Oak wardrobe (flatpack)
"A set containing an Obsidian helmet, platebody and platelegs.",21279,true,50400,5,126000,75600,Obsidian armour set.png,Obsidian armour set
A cape of woven obsidian plates.,6568,true,24000,70,60000,36000,Obsidian cape.png,Obsidian cape
A cape of woven obsidian plates.,20050,true,24000,70,60000,36000,Obsidian cape (r).png,Obsidian cape (r)
Provides excellent protection.,21298,true,22528,70,56320,33792,Obsidian helmet.png,Obsidian helmet
Provides excellent protection.,21301,true,33600,70,84000,50400,Obsidian platebody.png,Obsidian platebody
Provides excellent protection.,21304,true,26800,70,67000,40200,Obsidian platelegs.png,Obsidian platelegs
A smokey evil embodies this amulet.,12002,true,18000,8,45000,27000,Occult necklace.png,Occult necklace
Use on an occult necklace to make it look fancier!,20065,true,2000,4,5000,3000,Occult ornament kit.png,Occult ornament kit
A muddy yellow coloured pointed snail shell helmet.,3341,true,120,150,300,180,Ochre snelm (pointed).png,Ochre snelm (pointed)
A muddy yellow snail shell helmet.,3331,true,120,150,300,180,Ochre snelm (round).png,Ochre snelm (round)
A broken shield piece.,11928,true,12400,10000,31000,18600,Odium shard 1.png,Odium shard 1
A broken shield piece.,11929,true,12400,10000,31000,18600,Odium shard 2.png,Odium shard 2
A broken shield piece.,11930,true,12400,10000,31000,18600,Odium shard 3.png,Odium shard 3
"An ancient, evil shield forged by Volcanic heat.",11926,true,18000,8,45000,27000,Odium ward.png,Odium ward
A large ogre arrow with a bone tip.,2866,true,10,7000,25,15,Ogre arrow 5.png,Ogre arrow
A wooden arrow shaft.,2864,true,1,7000,1,1,Ogre arrow shaft 5.png,Ogre arrow shaft
A key which opens coffins! (Opens the locked coffins in the cave at Jiggig).,4850,true,40,3000,100,60,Ogre coffin key.png,Ogre coffin key
Not the genie sort.,4522,true,11,40,28,16,Oil lamp.png,Oil lamp
An unlit oil lantern.,4537,true,50,40,125,75,Oil lantern.png,Oil lantern
Add the glass to complete.,4540,true,36,10000,90,54,Oil lantern frame.png,Oil lantern frame
Lost in time.,20029,true,1600,4,4000,2400,Old demon mask.png,Old demon mask
This bond can be redeemed for membership.,13190,false,,100,2000000,,Old school bond.png,Old school bond
1 dose of olive oil.,3428,true,5,10000,14,8,Olive oil(1).png,Olive oil(1)
2 doses of olive oil.,3426,true,6,10000,17,10,Olive oil(2).png,Olive oil(2)
3 doses of olive oil.,3424,true,8,10000,20,12,Olive oil(3).png,Olive oil(3)
4 doses of olive oil.,3422,true,8,10000,22,13,Olive oil(4).png,Olive oil(4)
A strong smelling onion.,1957,false,1,13000,3,1,Onion.png,Onion
A mixture of chopped onions and tomatoes in a bowl.,1875,true,2,11000,5,3,Onion & tomato.png,Onion & tomato
An onion seed - plant in an allotment.,5319,true,1,600,3,1,Onion seed 5.png,Onion seed
There are 10 onions in this sack.,5458,true,1,600,1,1,Onions(10).png,Onions(10)
This looks valuable.,6573,true,80000,11000,200000,120000,Onyx.png,Onyx
I wonder if I can get this enchanted.,6581,true,80400,10000,201000,120600,Onyx amulet.png,Onyx amulet
It needs a string so I can wear it.,6579,true,80400,10000,201000,120600,Onyx amulet (u).png,Onyx amulet (u)
Onyx bolt tips.,9194,true,400,11000,1000,600,Onyx bolt tips 5.png,Onyx bolt tips
